,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
7176,47 Ave & 31 St,40.743,-73.93561,Halal,Royal Grill Halal Food,4.5,544,44TH St And 6th Ave,(347) 724-0504
7177,47 Ave & 31 St,40.743,-73.93561,Bakeries,Sensible Edibles,4.5,30,47-57 31st Pl,(718) 786-1614
7178,47 Ave & 31 St,40.743,-73.93561,Pizza,Sunnyside Pizza,4.0,467,4001 Queens Blvd,(718) 433-4040
7179,47 Ave & 31 St,40.743,-73.93561,Coffee & Tea,Knock Knock,4.5,57,42-44 Crescent St,(929) 600-5568
7180,5 Ave & E 72 St,40.77282817,-73.96685276,Thai,Up Thai,4.5,3008,1411 2nd Ave,(212) 256-1188
7181,5 Ave & E 72 St,40.77282817,-73.96685276,Thai,THEP Thai Restaurant,4.5,2749,1439 2nd Ave,(212) 899-9995
7182,5 Ave & E 72 St,40.77282817,-73.96685276,French,Daniel,4.5,1867,60 E 65th St,(212) 288-0033
7183,5 Ave & E 72 St,40.77282817,-73.96685276,Sandwiches,Via Quadronno,4.0,620,25 E 73rd St,(212) 650-9880
7184,5 Ave & E 72 St,40.77282817,-73.96685276,Bars,Come Prima Ristorante,4.5,106,903 Madison Ave,(212) 517-7700
7185,5 Ave & E 72 St,40.77282817,-73.96685276,Italian,Caravaggio,4.0,148,23 E 74th St,(212) 288-1004
7186,5 Ave & E 72 St,40.77282817,-73.96685276,Peruvian,Mission Ceviche,4.5,896,1400 2nd Ave,(212) 650-0014
7187,5 Ave & E 72 St,40.77282817,-73.96685276,Macarons,Ladurée Madison,4.5,2015,864 Madison Ave,(646) 558-3157
7188,5 Ave & E 72 St,40.77282817,-73.96685276,Chinese,Peng's Noodle Folk,4.5,558,1016 Lexington Ave,(929) 391-3950
7189,5 Ave & E 72 St,40.77282817,-73.96685276,Boating,The Loeb Boathouse Central Park,3.5,1460,E 72nd St And Park Dr N,(212) 517-2233
7190,5 Ave & E 72 St,40.77282817,-73.96685276,Greek,Loi Estiatorio,4.5,457,132 W 58th St,(212) 713-0015
7191,5 Ave & E 72 St,40.77282817,-73.96685276,Wine Bars,Heidi's House By The Side Of The Road,4.5,663,308 E 78th St,(212) 249-0069
7192,5 Ave & E 72 St,40.77282817,-73.96685276,Italian,Caffe Buon Gusto,4.0,681,236 E 77th St,(212) 535-6884
7193,5 Ave & E 72 St,40.77282817,-73.96685276,Italian,Quality Italian,4.0,1397,57 W 57th St,(212) 390-1111
7194,5 Ave & E 72 St,40.77282817,-73.96685276,Steakhouses,Tuscany Steakhouse,4.5,233,117 W 58th St,(212) 757-8630
7195,5 Ave & E 72 St,40.77282817,-73.96685276,Tapas/Small Plates,Boqueria UES,4.0,947,1460 2nd Ave,(212) 343-2227
7196,5 Ave & E 72 St,40.77282817,-73.96685276,American (New),Perrine,4.0,118,2 E 61st Street At Fifth Ave,(212) 940-8195
7197,5 Ave & E 72 St,40.77282817,-73.96685276,Czech,Bohemian Spirit Restaurant,4.5,133,321 E 73rd St,(212) 861-1038
7198,5 Ave & E 72 St,40.77282817,-73.96685276,Steakhouses,Quality Eats,4.0,425,1496 2nd Ave,(212) 256-9922
7199,5 Ave & E 72 St,40.77282817,-73.96685276,Japanese,Zawa Japanese,4.5,158,354 E 66th St,(646) 682-7999
7200,Bayard St & Baxter St,40.71602118,-73.99974372,Cantonese,Uncle Lou,4.0,355,73 Mulberry St,(212) 966-5538
7201,Bayard St & Baxter St,40.71602118,-73.99974372,Vegan,Bodhi Kosher Vegetarian Restaurant,4.5,537,77 Mulberry St,(212) 233-2921
7202,Bayard St & Baxter St,40.71602118,-73.99974372,Shanghainese,Joe's Shanghai,4.0,7216,46 Bowery St,(212) 233-8888
7203,Bayard St & Baxter St,40.71602118,-73.99974372,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429
7204,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Noodle Village,4.0,1383,13 Mott St,(212) 233-0788
7205,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Kong Sihk Tong 港食堂,4.0,750,65 Bayard St,(646) 850-6140
7206,Bayard St & Baxter St,40.71602118,-73.99974372,Dim Sum,House of Joy,4.0,276,28 Pell St,(212) 285-8688
7207,Bayard St & Baxter St,40.71602118,-73.99974372,Italian,Da Gennaro,4.0,1284,129 Mulberry St,(212) 431-3934
7208,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Chinese Tuxedo,4.0,473,5 Doyers St,(646) 355-8693
7209,Bayard St & Baxter St,40.71602118,-73.99974372,Italian,Gelso & Grand,4.5,1442,186 Grand St,(212) 226-1600
7210,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Wok Wok Southeast Asian Kitchen,4.0,1193,11 Mott St,(917) 388-3627
7211,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Tasty Hand-Pulled Noodles,4.0,1853,1 Doyers St,(212) 791-1817
7212,Bayard St & Baxter St,40.71602118,-73.99974372,Hot Pot,Da Long Yi Hot Pot,4.5,583,159 Canal St,(917) 889-5539
7213,Bayard St & Baxter St,40.71602118,-73.99974372,Cocktail Bars,The Tyger,4.0,472,1 Howard St,(646) 355-8693
7214,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Xi'an Famous Foods,4.0,1275,45 Bayard St,(212) 786-2068
7215,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Deluxe Green Bo,4.0,822,66 Bayard St,(212) 625-2359
7216,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Hop Lee Restaurant,4.0,374,16 Mott St,(212) 962-6475
7217,Bayard St & Baxter St,40.71602118,-73.99974372,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763
7218,Bayard St & Baxter St,40.71602118,-73.99974372,Breakfast & Brunch,Yin Ji Chang Fen Rice Roll,4.0,426,91 Bayard St,(212) 227-4888
7219,Bayard St & Baxter St,40.71602118,-73.99974372,Chinese,Ming Wong Restaurant,4.0,87,61 Mott St,(646) 370-5005
7220,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Cajun/Creole,Soco,4.0,2360,509 Myrtle Ave,(718) 783-1936
7221,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Sushi Bars,U-gu,4.5,190,541 Myrtle Ave,(718) 857-0222
7222,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Italian,Osteria Brooklyn,4.5,233,458 Myrtle Ave,(646) 750-9156
7223,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,American (Traditional),Rustik Tavern,4.0,588,471 Dekalb Ave,(347) 406-9700
7224,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Mediterranean,Miss Ada,4.5,462,184 Dekalb Ave,(347) 406-9700
7225,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Italian,Evelina,4.5,356,211 Dekalb Ave,(929) 298-0209
7226,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Gastropubs,Putnam's Pub & Cooker,4.0,506,419 Myrtle Ave,(347) 799-2382
7227,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Chinese,DunHuang Miss Noodles,4.0,88,531 Myrtle Ave,(718) 789-3530
7228,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Mexican,Taqueria Tepango,4.0,239,568 Myrtle Ave,(718) 636-8878
7229,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Seafood,Peaches Grand,4.0,395,285 Grand Ave,(718) 638-9500
7230,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Thai,Thai Holic,4.5,547,372 Myrtle Ave,(718) 222-9992
7231,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,American (New),Baron's,4.0,345,564 Dekalb Ave,(718) 230-7100
7232,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Mexican,Casa Nono,4.5,44,499 Myrtle Ave,(646) 750-9156
7233,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Cafes,Petee's Cafe,4.0,126,505 Myrtle Ave,(646) 494-3630
7234,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Italian,Aita,4.0,324,132 Greene Ave,(718) 576-3584
7235,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Mexican,Castro's Restaurant,3.5,303,511 Myrtle Ave,(718) 399-0084
7236,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Thai,Glin Thai Bistro,5.0,91,330 Myrtle Ave,(347) 987-4100
7237,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Cocktail Bars,Endswell Bar & Bistro,4.5,127,773 Fulton St,(347) 987-4100
7238,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Pizza,Il Porto,4.0,392,37 Washington Ave,(718) 624-0954
7239,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Caribbean,Imani,4.0,842,271 Adelphi St,(718) 923-0100
7240,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Turkish,Deniz Turkish Mediterranean Cuisine,4.0,328,662 Fulton St,(718) 852-6503
7241,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Cocktail Bars,Endswell Bar & Bistro,4.5,127,773 Fulton St,(718) 852-6503
7242,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Cuban,Habana Outpost,4.0,1050,757 Fulton St,(718) 858-9500
7243,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Mediterranean,Miss Ada,4.5,462,184 Dekalb Ave,(718) 858-9500
7244,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Italian,Forma Pasta Factory,5.0,99,5 Greene Ave,(347) 799-1333
7245,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Vietnamese,5ive Spice,4.5,950,52 5th Ave,(718) 857-3483
7246,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Caribbean,The Simpson Restaurant & Bar,4.0,283,673 Atlantic Ave,(347) 763-2711
7247,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,German,Black Forest Brooklyn,3.5,448,733 Fulton St,(718) 935-0300
7248,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Italian,Evelina,4.5,356,211 Dekalb Ave,(929) 298-0209
7249,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Lounges,Loreto Italian Kitchen & Bar,4.5,111,280 Ashland Pl,(718) 554-1121
7250,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Pizza,Patsy's Pizzeria,4.5,624,450 Dean St,(718) 622-2268
7251,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,American (New),Dinner Party,4.5,33,86 S Portland Ave,(347) 463-9173
7252,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Tapas Bars,Olea,4.0,996,171 Lafayette Ave,(718) 643-7003
7253,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Cocktail Bars,BOM with the Wind,4.5,63,1 Greene Ave,(347) 763-0145
7254,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Caribbean,Charm Bar & Restaurant,4.0,322,448 Dean St,(347) 799-2345
7255,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Caribbean,Island Shack,4.5,31,87 S Elliott Pl,(347) 989-4832
7256,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Mediterranean,Black Iris,4.0,349,120 Lafayette Ave,(718) 852-9800
7257,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Caribbean,Imani,4.0,842,271 Adelphi St,(718) 923-0100
7258,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Vegan,Slutty Vegan Brooklyn,4.0,90,690 Fulton St,(917) 540-5505
7259,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Pizza,Not Ray's Pizza,4.0,254,694 Fulton St,(718) 855-8206
7260,Clinton St & Grand St,40.71559509,-73.9870295,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843
7261,Clinton St & Grand St,40.71559509,-73.9870295,Mexican,La Contenta,4.5,909,102 Norfolk St,(212) 432-4180
7262,Clinton St & Grand St,40.71559509,-73.9870295,Thai,Wayla,4.5,645,100 Forsyth St,(212) 206-2500
7263,Clinton St & Grand St,40.71559509,-73.9870295,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452
7264,Clinton St & Grand St,40.71559509,-73.9870295,Mexican,Jajaja Mexicana,4.5,1200,162 E Broadway,(646) 883-5453
7265,Clinton St & Grand St,40.71559509,-73.9870295,Bars,Rabbit House Omakase & Sake Bar ,4.5,107,41 Essex St,(646) 448-4022
7266,Clinton St & Grand St,40.71559509,-73.9870295,Indian,Dhamaka,4.0,424,119 Delancey St,(212) 204-8616
7267,Clinton St & Grand St,40.71559509,-73.9870295,Donuts,Doughnut Plant,4.5,3442,379 Grand St,(212) 505-3700
7268,Clinton St & Grand St,40.71559509,-73.9870295,Italian,Rubirosa,4.5,3130,235 Mulberry St,(212) 965-0500
7269,Clinton St & Grand St,40.71559509,-73.9870295,German,Cafe Katja,4.5,837,79 Orchard St,(212) 219-9545
7270,Clinton St & Grand St,40.71559509,-73.9870295,Szechuan,Ye's Apothecary,4.5,356,119 Orchard St,(212) 219-9545
7271,Clinton St & Grand St,40.71559509,-73.9870295,Bars,Izakaya Juraku,4.5,203,121 Ludlow St,(212) 477-0100
7272,Clinton St & Grand St,40.71559509,-73.9870295,Gastropubs,Set LES,4.0,564,127 Ludlow St,(212) 982-8225
7273,Clinton St & Grand St,40.71559509,-73.9870295,Cafes,Dudley's,4.0,1028,85 Orchard St,(212) 925-7355
7274,Clinton St & Grand St,40.71559509,-73.9870295,Filipino,Pig and Khao,4.0,1897,68 Clinton St,(212) 920-4485
7275,Clinton St & Grand St,40.71559509,-73.9870295,Italian,Trapizzino,4.5,313,144 Orchard St,(212) 475-2555
7276,Clinton St & Grand St,40.71559509,-73.9870295,Bars,Excuse My French,4.5,356,96 Orchard St,(212) 780-9600
7277,Clinton St & Grand St,40.71559509,-73.9870295,Ramen,Zest Ramen,4.5,332,112 Eldridge St,(212) 226-2801
7278,Clinton St & Grand St,40.71559509,-73.9870295,Greek,Kiki's,4.0,831,130 Division St,(646) 882-7052
7279,Clinton St & Grand St,40.71559509,-73.9870295,Japanese,Davelle,4.0,416,102 Suffolk St,(646) 988-1973
7280,Christopher St & Greenwich St,40.73291553,-74.00711384,Italian,L'Artusi,4.5,2353,228 W 10th St,(212) 255-5757
7281,Christopher St & Greenwich St,40.73291553,-74.00711384,Korean,JeJu Noodle Bar,4.0,989,679 Greenwich St,(646) 666-0947
7282,Christopher St & Greenwich St,40.73291553,-74.00711384,French,Buvette,4.0,2153,42 Grove St,(212) 255-3590
7283,Christopher St & Greenwich St,40.73291553,-74.00711384,Pizza,Olio e Più,4.5,4762,3 Greenwich Ave,(212) 243-6546
7284,Christopher St & Greenwich St,40.73291553,-74.00711384,French,Boucherie West Village,4.5,2266,99 7th Ave S,(212) 837-1616
7285,Christopher St & Greenwich St,40.73291553,-74.00711384,Southern,Bird Dog,4.5,205,525 Hudson St,(917) 261-4221
7286,Christopher St & Greenwich St,40.73291553,-74.00711384,Breakfast & Brunch,Little Owl,4.0,1455,90 Bedford St,(212) 741-4695
7287,Christopher St & Greenwich St,40.73291553,-74.00711384,Italian,Malatesta Trattoria,4.0,1355,649 Washington St,(212) 741-1207
7288,Christopher St & Greenwich St,40.73291553,-74.00711384,American (New),The North Fork,4.0,175,122 Christopher St,(212) 537-5847
7289,Christopher St & Greenwich St,40.73291553,-74.00711384,French,L'Accolade,4.5,154,302 Bleecker St,(917) 409-1407
7290,Christopher St & Greenwich St,40.73291553,-74.00711384,Gastropubs,The Warren,4.0,284,131 Christopher St,(212) 243-1311
7291,Christopher St & Greenwich St,40.73291553,-74.00711384,Italian,Via Carota,4.0,925,51 Grove St,(212) 255-1962
7292,Christopher St & Greenwich St,40.73291553,-74.00711384,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884
7293,Christopher St & Greenwich St,40.73291553,-74.00711384,Seafood,The Clam,4.0,455,420 Hudson St,(212) 242-7420
7294,Christopher St & Greenwich St,40.73291553,-74.00711384,Mexican,Jajaja Mexicana,4.5,614,63 Carmine St,(917) 262-0184
7295,Christopher St & Greenwich St,40.73291553,-74.00711384,American (New),The Leroy House,4.5,184,430 Hudson St,(646) 590-0640
7296,Christopher St & Greenwich St,40.73291553,-74.00711384,Japanese,Sushi Nakazawa,4.5,1742,23 Commerce St,(212) 924-2212
7297,Christopher St & Greenwich St,40.73291553,-74.00711384,American (New),Hudson Clearwater,4.0,668,447 Hudson St,(212) 989-3255
7298,Christopher St & Greenwich St,40.73291553,-74.00711384,American (New),Employees Only,4.0,1616,510 Hudson St,(212) 242-3021
7299,Christopher St & Greenwich St,40.73291553,-74.00711384,American (New),Left Bank,4.0,346,117 Perry St,(212) 727-1170
7300,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Pizza,Juliana's,4.5,2678,19 Old Fulton St,(718) 596-6700
7301,Columbia Heights & Cranberry St,40.70037867,-73.99548059,American (New),The Osprey,4.0,319,60 Furman St,(347) 696-2505
7302,Columbia Heights & Cranberry St,40.70037867,-73.99548059,American (New),Henry's End,4.0,386,72 Henry St,(718) 834-1776
7303,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Cocktail Bars,The Binc,4.5,97,60 Henry St,(718) 624-1444
7304,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600
7305,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Italian,Noodle Pudding,4.0,618,38 Henry St,(718) 625-3737
7306,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Pizza,Grimaldi's Pizzeria,3.5,4956,1 Front St,(718) 858-4300
7307,Columbia Heights & Cranberry St,40.70037867,-73.99548059,American (New),The River Café,4.0,1285,1 Water St,(718) 522-5200
7308,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Coffee & Tea,Vineapple Cafe,4.5,146,71 Pineapple St,(347) 799-1035
7309,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Food Court,Time Out Market New York,4.0,515,55 Water St,(917) 810-4855
7310,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Comfort Food,Jacob's Pickles Time Out Market,4.5,104,55 Water St,(212) 470-5566
7311,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Sushi Bars,Sushi Gallery,4.5,149,71 Clark St,(718) 222-0308
7312,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Vietnamese,Em Vietnamese Bistro,4.5,159,57 Front St,(718) 875-7888
7313,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Mediterranean,Westville,4.0,405,81 Washington St,(718) 618-5699
7314,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Cocktail Bars,Pilot,4.0,313,Pier 6 Brooklyn Bridge Park,(718) 618-5699
7315,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Lounges,Harriet's Rooftop,3.0,235,60 Furman St,(347) 696-2505
7316,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Seafood,The Paris Cafe,4.0,376,119 South St,(646) 846-6270
7317,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Seafood,Fishmarket Restaurant,4.5,634,111 South St,(917) 363-8101
7318,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Italian,AlMar,4.0,496,111 Front St,(718) 855-5288
7319,Columbia Heights & Cranberry St,40.70037867,-73.99548059,Mexican,Gran Electrica,3.5,534,5 Front St,(718) 852-2700
7320,W 16 St & The High Line,40.74334935,-74.00681753,Seafood,Cull & Pistol Oyster Bar,4.5,741,75 9th Ave,(646) 568-1223
7321,W 16 St & The High Line,40.74334935,-74.00681753,Taiwanese,Very Fresh Noodles,4.5,1438,409 W 15th St,(332) 215-6161
7322,W 16 St & The High Line,40.74334935,-74.00681753,Tacos,Los Tacos No.1,4.5,3804,75 9th Ave,(332) 215-6161
7323,W 16 St & The High Line,40.74334935,-74.00681753,Seafood Markets,Lobster Place,4.0,1514,75 9th Ave,(212) 255-5672
7324,W 16 St & The High Line,40.74334935,-74.00681753,Mexican,Los Mariscos,4.5,781,409 W 15th St,(212) 920-4986
7325,W 16 St & The High Line,40.74334935,-74.00681753,Chinese,Buddakan,4.0,4551,75 9th Ave,(212) 989-6699
7326,W 16 St & The High Line,40.74334935,-74.00681753,Cuban,Calle Dao Chelsea,4.5,1040,461 W 23rd St,(212) 414-4104
7327,W 16 St & The High Line,40.74334935,-74.00681753,American (New),Cookshop,4.0,2315,156 10th Ave,(212) 924-4440
7328,W 16 St & The High Line,40.74334935,-74.00681753,Shanghainese,Hao Noodle Chelsea,4.5,620,343 W 14th St,(646) 882-0059
7329,W 16 St & The High Line,40.74334935,-74.00681753,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884
7330,W 16 St & The High Line,40.74334935,-74.00681753,Bars,Artichoke Basille's Pizza,3.5,1700,114 10th Ave,(212) 792-9200
7331,W 16 St & The High Line,40.74334935,-74.00681753,Bars,Worthwild,4.5,172,156 9th Ave,(718) 942-9385
7332,W 16 St & The High Line,40.74334935,-74.00681753,Pizza,Mels,4.5,84,85 10th Ave,(212) 970-2202
7333,W 16 St & The High Line,40.74334935,-74.00681753,Georgian,Chama Mama - New York,4.5,684,149 W 14th St,(646) 438-9007
7334,W 16 St & The High Line,40.74334935,-74.00681753,Ramen,Kogane Ramen-Manhattan,4.5,297,337 W 14th St,(212) 337-9832
7335,W 16 St & The High Line,40.74334935,-74.00681753,Mediterranean,Miznon,4.0,503,435 W 15th St,(646) 490-5871
7336,W 16 St & The High Line,40.74334935,-74.00681753,French,Loulou Petit Bistro & Speakeasy,4.0,523,176 8th Ave,(212) 337-9577
7337,W 16 St & The High Line,40.74334935,-74.00681753,Steakhouses,STK Steakhouse Rooftop NYC,4.0,695,26 Little West 12th St,(646) 624-2441
7338,W 16 St & The High Line,40.74334935,-74.00681753,Mediterranean,Fig & Olive,3.5,1468,420 W 13th St,(212) 924-1200
7339,W 16 St & The High Line,40.74334935,-74.00681753,American (Traditional),RH Rooftop Restaurant New York,4.0,850,9 9th Ave,(212) 217-2210
7340,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,French,Maison Harlem,4.0,577,341 St Nicholas Ave,(212) 222-9224
7341,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777
7342,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Italian,Pisticci,4.0,1037,125 La Salle St,(212) 932-3500
7343,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Gastropubs,The Expat,4.0,128,64 Tiemann Pl,(646) 410-2922
7344,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,American (New),Clay,4.0,192,553 Manhattan Ave,(212) 729-1850
7345,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,American (Traditional),Baylander Steel Beach,4.0,154,125th St W Harlem Piers,(212) 729-1850
7346,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,French,Renaissance Harlem,4.0,342,2245 Adam Clayton Powell,(646) 838-7604
7347,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Pizza,Sottocasa Pizzeria - Harlem,4.5,344,227 Lenox Ave,(646) 928-4870
7348,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645
7349,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,French,Yatenga French Bistro & Bar,4.0,276,2269 Adam Clayton Powell Jr Blvd,(212) 690-0699
7350,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Pizza,Dado's Pizza,4.5,30,341 St Nicholas Ave,(646) 547-1414
7351,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Pizza,Fumo - Harlem,4.0,591,1600 Amsterdam Ave,(646) 692-6675
7352,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Bars,Enoteca Harlem,5.0,38,2220 Frederick Douglas,(646) 692-6675
7353,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Seafood,B2runch Harlem,4.0,337,271 W 119th St,(212) 280-2248
7354,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Italian,Babbalucci,4.0,471,331 Lenox Ave,(646) 918-6572
7355,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Italian,Max Soha Restaurant,4.0,438,1274 Amsterdam Ave,(212) 531-2221
7356,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,Italian,Vinatería,4.0,625,2211 Frederick Douglass Blvd,(212) 662-8462
